lambda (um),flam at wd surface (erg/cm^2/s/A)
0.110686,0.029480113876198543
0.110688,0.02949417139132685
0.11069,0.029508017839280358
0.110692,0.029521863267266704
0.110694,0.02953591769213388
0.110696,0.029549761072847406
0.110698,0.029563813435431654
0.1107,0.029577654769207706
0.110702,0.029591705069846045
0.110704,0.029605754335844118
0.110706,0.029619592596049262
0.110708,0.029633639800607202
0.11071,0.029647685970778357
0.110712,0.029661521158168048
0.110714,0.029675565267404693
0.110716,0.029689608342507987
0.110718,0.02970365038356248
0.11072,0.02971769139065276
0.110722,0.02973152145330593
0.110724,0.029745560400304644
0.110726,0.029759598313592435
0.110728,0.029773635193253833
0.11073,0.029787671039373388
0.110732,0.02980191572468157
0.110734,0.029815949496389917
0.110736,0.029829982234810395
0.110738,0.029844013940027482
0.11074,0.029858044612125715
0.110742,0.029872074251189578
0.110744,0.029886312684469136
0.110746,0.029900340250139015
0.110748,0.029914366783028338
0.11075,0.02992860208765258
0.110752,0.029942626547656753
0.110754,0.029956859764410794
0.110756,0.029970882151869223
0.110758,0.02998511328109407
0.11076,0.029999133596346067
0.110762,0.03001336263838264
0.110764,0.030027380881767488
0.110766,0.030041607836956693
0.110768,0.030055833745062974
0.11077,0.030069848877496228
0.110772,0.030084072699266717
0.110774,0.030098295474210657
0.110776,0.030112517202413633
0.110778,0.030126737883961183
0.11078,0.0301409575189389
0.110782,0.030154966424190143
0.110784,0.030169183973855665
0.110786,0.030183400477207564
0.110788,0.03019782559486233
0.11079,0.030212039998274015
0.110792,0.030226253355629052
0.110794,0.030240465667012967
0.110796,0.030254676932511226
0.110798,0.030268887152209357
0.1108,0.030283305941312403
0.110802,0.030297514062099563
0.110804,0.030311721137343386
0.110806,0.03032592716712935
0.110808,0.03034034173639642
0.11081,0.030354545667957495
0.110812,0.03036895812404043
0.110814,0.030383159957719997
0.110816,0.030397570300963694
0.110818,0.030411770037105035
0.11082,0.030426178267854456
0.110822,0.030440585438704516
0.110824,0.03045478202540074
0.110826,0.030469187084274138
0.110828,0.030483591083507587
0.11083,0.030497784521531977
0.110832,0.030512186409306242
0.110834,0.03052658723769986
0.110836,0.030540987006799417
0.110838,0.030555385716691443
0.11084,0.030569783367462505
0.110842,0.03058417995919909
0.110844,0.03059857549198778
0.110846,0.03061296996591506
0.110848,0.030627363381067453
0.11085,0.03064175573753144
0.110852,0.030656147035393534
0.110854,0.03067053727474022
0.110856,0.030685135859052755
0.110858,0.030699523974072367
0.11086,0.030713911030836354
0.110862,0.03072850641016023
0.110864,0.030742891343117952
0.110866,0.030757275218079774
0.110868,0.030771867393199117
0.11087,0.030786249144875287
0.110872,0.030800839181776164
0.110874,0.030815218810513932
0.110876,0.030829806709545233
0.110878,0.030844393535996745
0.11088,0.030858769977202303
0.110882,0.030873354666307848
0.110884,0.03088793828309599
0.110886,0.030902311537551564
0.110888,0.030916893017517138
0.11089,0.030931473425427625
0.110892,0.03094605276137054
0.110894,0.030960631025433467
0.110896,0.03097520821770389
0.110898,0.030989784338269377
0.1109,0.031004359387217413
0.110902,0.031018933364635536
0.110904,0.031033506270611237
0.110906,0.031048078105231986
0.110908,0.0310626488685853
0.11091,0.03107721856075865
0.110912,0.031091996373830103
0.110914,0.03110656391636165
0.110916,0.031121130387976006
0.110918,0.031135695788760617
0.11092,0.031150469280619077
0.110922,0.03116503253246388
0.110924,0.031179803860473
0.110926,0.031194364963729296
0.110928,0.03120913412824197
0.11093,0.031223693083260996
0.110932,0.03123846008463003
0.110934,0.03125301689176292
0.110936,0.031267781730341115
0.110938,0.031282545483886495
0.11094,0.03129709906607902
0.110942,0.03131186065736294
0.110944,0.031326621163879305
0.110946,0.031341380585716665
0.110948,0.031356138922963565
0.11095,0.03137089617570851
0.110952,0.031385443302856475
0.110954,0.03140019839439918
0.110956,0.031415161427816925
0.110958,0.031429914343439246
0.11096,0.03144466617500214
0.110962,0.0314594169225941
0.110964,0.0314741665863036
0.110966,0.031488915166219066
0.110968,0.03150366266242899
0.11097,0.03151861804839539
0.110972,0.03153336336992712
0.110974,0.03154810760801897
0.110976,0.031563059713537026
0.110978,0.031577801777483275
0.11098,0.03159254275825529
0.110982,0.03160749158412679
0.110984,0.0316222303912856
0.110986,0.031637177028661534
0.110988,0.03165212256815889
0.11099,0.031666858111799354
0.110992,0.03168180146333662
0.110994,0.03169674371726362
0.110996,0.031711475998185766
0.110998,0.031726416064687984
0.111,0.03174135503384814
0.111002,0.03175629290575578
0.111004,0.03177122968050042
0.111006,0.03178616535817158
0.111008,0.031800891108531223
0.11101,0.03181582459984856
0.111012,0.0318307569943605
0.111014,0.03184589709991124
0.111016,0.0318608272935573
0.111018,0.031875756390666775
0.11102,0.03189047560614347
0.111022,0.03190561129563367
0.111024,0.03192074587381155
0.111026,0.03193546181552746
0.111028,0.03195059418639459
0.11103,0.03196551669864198
0.111032,0.0319804381149791
0.111034,0.03199556716803395
0.111036,0.03201069511031854
0.111038,0.03202561322442333
0.11104,0.03204053024297621
0.111042,0.032055654868529966
0.111044,0.03207077838367498
0.111046,0.03208590078850183
0.111048,0.03210102208310104
0.11105,0.03211572492277355
0.111052,0.0321308440122214
0.111054,0.03214596199171239
0.111056,0.03216107886133705
0.111058,0.032176194621185886
0.11106,0.03219130927134937
0.111062,0.03220642281191804
0.111064,0.032221326623191944
0.111066,0.0322364379523556
0.111068,0.032251965381723806
0.11107,0.032267074477305285
0.111072,0.032281973874004985
0.111074,0.03229708075890427
0.111076,0.032312186534841886
0.111078,0.03232770833631989
0.11108,0.03234281187958447
0.111082,0.03235770576197408
0.111084,0.03237280709545938
0.111086,0.03238832439476832
0.111088,0.03240342349630779
0.11109,0.03241831296737036
0.111092,0.03243382688913506
0.111094,0.03244892265845478
0.111096,0.03246422581934457
0.111098,0.032479319365135255
0.1111,0.03249462028766383
0.111102,0.03250971161028841
0.111104,0.032525218764421854
0.111106,0.032540307856737935
0.111108,0.03255560429613279
0.11111,0.03257089961309635
0.111112,0.032585985368136894
0.111114,0.032601486880095606
0.111116,0.032616778830314226
0.111118,0.03263186124139367
0.11112,0.03264715095507528
0.111122,0.032662647948943475
0.111124,0.03267793541144919
0.111126,0.03269343013932206
0.111128,0.03270829859188698
0.11113,0.032723791069134055
0.111132,0.03273907404538963
0.111134,0.03275456425737749
0.111136,0.032769844983557235
0.111138,0.03278512458858609
0.11114,0.032800611407125646
0.111142,0.03281588876262891
0.111144,0.03283137331683061
0.111146,0.032846648423175265
0.111148,0.032861922408826565
0.11115,0.03287740357096064
0.111152,0.03289267530800329
0.111154,0.0329083624888139
0.111156,0.03292384024471808
0.111158,0.032939108598293534
0.11116,0.03295437583172504
0.111162,0.03297005844933518
0.111164,0.03298553167238785
0.111166,0.03300079552345586
0.111168,0.033016474714019264
0.11117,0.03303173631063855
0.111172,0.03304720500231586
0.111174,0.03306288076666814
0.111176,0.03307813898230453
0.111178,0.03309381246298018
0.11118,0.033109068425088005
0.111182,0.033124739622458224
0.111184,0.03314020150111547
0.111186,0.033155870408062435
0.111188,0.03317112185672826
0.11119,0.0331867884811128
0.111192,0.03320245395686748
0.111194,0.03321770201954761
0.111196,0.03323336521329716
0.111198,0.033249027258696655
0.1112,0.03326448004603022
0.111202,0.03328013980249593
0.111204,0.03329579841089174
0.111206,0.03331124778395777
0.111208,0.033326904103978774
0.11121,0.03334235120382524
0.111212,0.033358005235843695
0.111214,0.033373658120258824
0.111216,0.03338930985716403
0.111218,0.0334049604466528
0.11122,0.033420401853848584
0.111222,0.03343605015626645
0.111224,0.03345169731154772
0.111226,0.033467343319785806
0.111228,0.033482988181074085
0.11123,0.03349863189550597
0.111232,0.03351469044334614
0.111234,0.03353012386678036
0.111236,0.03354576413372433
0.111238,0.03356140325418577
0.11124,0.03357704122825799
0.111242,0.0335930939614207
0.111244,0.033608729628039916
0.111246,0.03362436414855072
0.111248,0.033640205453308904
0.11125,0.03365583767440667
0.111252,0.03367146874967628
0.111254,0.033687306587046544
0.111256,0.03370293536346485
0.111258,0.033718978780107586
0.11126,0.03373460525057514
0.111262,0.03375043845362053
0.111264,0.033766062625986824
0.111266,0.033782101379164056
0.111268,0.033797515390811224
0.11127,0.03381355181655952
0.111272,0.03382937922695128
0.111274,0.03384499764449583
0.111276,0.033861030568602485
0.111278,0.03387685450005071
0.11128,0.03389246946134617
0.111282,0.033908498884664205
0.111284,0.03392431933801823
0.111286,0.03394034642048218
0.111288,0.03395616454811001
0.11129,0.033971773743401344
0.111292,0.03398758956061714
0.111294,0.03400361197744892
0.111296,0.03401942546969469
0.111298,0.0340354455468122
0.1113,0.03405125671446672
0.111302,0.034067274452250315
0.111304,0.03408308329569224
0.111306,0.034099098694522156
0.111308,0.034114905214130124
0.11131,0.03413112597307805
0.111312,0.034146930161767036
0.111314,0.03416294087636692
0.111316,0.03417874274197975
0.111318,0.03419475111876714
0.11132,0.03421055066168224
0.111322,0.03422676435495307
0.111324,0.03424276921454237
0.111326,0.03425856526292901
0.111328,0.03427477541719044
0.11133,0.03429077676043994
0.111332,0.03430698454838097
0.111334,0.03432277593126655
0.111336,0.03433856615733814
0.111338,0.03435477041516547
0.11134,0.03437076589975534
0.111342,0.034386967792221466
0.111344,0.03440316849842255
0.111346,0.034418952889638345
0.111348,0.03443515123851151
0.11135,0.03445114085191217
0.111352,0.034467336836384484
0.111354,0.03448353163507285
0.111356,0.034499310193812506
0.111358,0.03451550263613101
0.11136,0.03453169389295404
0.111362,0.03454788396437804
0.111364,0.03456386535318374
0.111366,0.03458005306155157
0.111368,0.03459623958480911
0.11137,0.03461242492305275
0.111372,0.034628609076378825
0.111374,0.0346447920448837
0.111376,0.034660973828663726
0.111378,0.034677154427815216
0.11138,0.034693333842434504
0.111382,0.0347093046423625
0.111384,0.03472548169565544
0.111386,0.03474165756470471
0.111388,0.034757832249606595
0.11139,0.03477400575045735
0.111392,0.034790592853380896
0.111394,0.03480676397152398
0.111396,0.03482293390590552
0.111398,0.034839102656621775
0.1114,0.034855477586996676
0.111402,0.0348716439632255
0.111404,0.03488780915607809
0.111406,0.03490438784743541
0.111408,0.03492055065893553
0.11141,0.03493671228734879
0.111412,0.03495308005133205
0.111414,0.034969239306417016
0.111416,0.03498581198605373
0.111418,0.035001968860754344
0.11142,0.035018331841640736
0.111422,0.035034486343786295
0.111424,0.03505105421133563
0.111426,0.03506741360033875
0.111428,0.03508356453321512
0.11143,0.03510012878714293
0.111432,0.03511648458513852
0.111434,0.03513263194961771
0.111436,0.0351491925908032
0.111438,0.03516554479866676
0.11144,0.03518210302440772
0.111442,0.03519845283189869
0.111444,0.0352145942435494
0.111446,0.035231148858013955
0.111448,0.03524749507683266
0.11145,0.03526404727683176
0.111452,0.03528039109625283
0.111454,0.03529694088217844
0.111456,0.0353132823025922
0.111458,0.03532982967483624
0.11146,0.03534616869663293
0.111462,0.035362713655587207
0.111464,0.03537905027915705
0.111466,0.035396007060687795
0.111468,0.03541234127155625
0.11147,0.03542888139024238
0.111472,0.03544521320366569
0.111474,0.03546175091023867
0.111476,0.03547849448776631
0.111478,0.03549482269460762
0.11148,0.03551135677260008
0.111482,0.035528096699552314
0.111484,0.03554442130069235
0.111486,0.03556095175098859
0.111488,0.03557768802825318
0.11149,0.035594009024572444
0.111492,0.03561074286920502
0.111494,0.03562726847652095
0.111496,0.035643999881489204
0.111498,0.03566073006306062
0.1115,0.035677045038449436
0.111502,0.035693772788376245
0.111504,0.035710292338611505
0.111506,0.0357270176498632
0.111508,0.03574374173821358
0.11151,0.035760050695123884
0.111512,0.035776979299712096
0.111514,0.035793699727377504
0.111516,0.03581041893253842
0.111518,0.035827136915294114
0.11152,0.035843853675743845
0.111522,0.035860155394418905
0.111524,0.035876869725396734
0.111526,0.03589358283436556
0.111528,0.035910294721424645
0.11153,0.0359270053866732
0.111532,0.03594371483021039
0.111534,0.03596042305213549
0.111536,0.035977130052547664
0.111538,0.035994249532398694
0.11154,0.03601095407524672
0.111542,0.03602765739688015
0.111544,0.03604435949739812
0.111546,0.03606106037689979
0.111548,0.036077760035484296
0.11155,0.036094872085100385
0.111552,0.03611156928731689
0.111554,0.03612826526891439
0.111556,0.0361451668136714
0.111558,0.03616186034691383
0.11156,0.036178552659834926
0.111562,0.036195657275409056
0.111564,0.0362123471331584
0.111566,0.03622944926410795
0.111568,0.036246136667084934
0.11157,0.03626302958202498
0.111572,0.03627971453804048
0.111574,0.03629681170835963
0.111576,0.03631370091995464
0.111578,0.03633038219515795
0.11158,0.03634747564050106
0.111582,0.03636456783697708
0.111584,0.03638124542485708
0.111586,0.0363981284662141
0.111588,0.036415216938922045
0.11159,0.036432097505477004
0.111592,0.036449183488768
0.111594,0.03646585493804751
0.111596,0.03648273180426333
0.111598,0.03649981406529526
0.1116,0.03651689507836919
0.111602,0.03653376823033561
0.111604,0.03655084675520249
0.111606,0.036567717433973884
0.111608,0.036584793471037116
0.11161,0.03660166167701527
0.111612,0.03661873522667818
0.111614,0.03663580752909059
0.111616,0.0366530851457767
0.111618,0.03666994839256863
0.11162,0.03668701695383665
0.111622,0.0367038777290418
0.111624,0.036721150335936516
0.111626,0.03673821515697068
0.111628,0.036755278731462546
0.11163,0.036772134549898465
0.111632,0.03678940214122383
0.111634,0.03680646197669551
0.111636,0.03682372705344649
0.111638,0.036840577909326405
0.11164,0.03685804695192938
0.111642,0.036874895323437844
0.111644,0.03689215537965992
0.111646,0.03690920772502716
0.111648,0.03692646526789653
0.11165,0.03694330867927082
0.111652,0.0369605637165904
0.111654,0.03697802391473792
0.111656,0.03699527642472892
0.111658,0.03701211486279343
0.11166,0.0370293648680483
0.111662,0.03704661361369353
0.111664,0.037064067483707046
0.111666,0.03708090095008074
0.111668,0.037098145924902425
0.11167,0.03711538964052264
0.111672,0.03713263209704354
0.111674,0.03714987329456723
0.111676,0.03716731957272053
0.111678,0.03718455824516561
0.11168,0.037201795658920164
0.111682,0.03721903181408621
0.111684,0.03723626671076586
0.111686,0.03725350034906118
0.111688,0.03727114531945015
0.11169,0.0372883764265067
0.111692,0.03730560627548581
0.111694,0.03732283486648945
0.111696,0.03734006219961965
0.111698,0.03735770079148163
0.1117,0.037374925594398735
0.111702,0.03739214913974915
0.111704,0.03740957766372936
0.111706,0.03742679868686737
0.111708,0.03744443089539523
0.11171,0.037461649389346076
0.111712,0.037479279039355856
0.111714,0.037496495004530436
0.111716,0.037514122096436106
0.111718,0.0375313355332452
0.11172,0.0375487538904342
0.111722,0.03756596480667026
0.111724,0.03758358679099078
0.111726,0.03760120748944698
0.111728,0.037618414607139106
0.11173,0.037635826608817764
0.111732,0.03765344347244555
0.111734,0.03767105905062467
0.111736,0.037688261107491634
0.111738,0.03770566801923781
0.11174,0.03772327976383049
0.111742,0.037740684127540634
0.111744,0.03775829330954848
0.111746,0.037775901206731057
0.111748,0.037793301745474
0.11175,0.03781090708069455
0.111752,0.03782851113140177
0.111754,0.0378459078461086
0.111756,0.03786350933547642
0.111758,0.03788090350380122
0.11176,0.03789850243224435
0.111762,0.037916306098787295
0.111764,0.037933902451973596
0.111766,0.03795129151402747
0.111768,0.03796888530711987
0.11177,0.03798668380923699
0.111772,0.038004275027906355
0.111774,0.03802165898534741
0.111776,0.03803965958572944
0.111778,0.038057040984115054
0.11178,0.0380748330256786
0.111782,0.038092417821171766
0.111784,0.03811000133381598
0.111786,0.03812778949735398
0.111788,0.038145576363513505
0.11179,0.03816295009459587
0.111792,0.03818094029258364
0.111794,0.038198311466272734
0.111796,0.038216093166070685
0.111798,0.038234079458447284
0.1118,0.03825144679314248
0.111802,0.038269224610058834
0.111804,0.03828700113043574
0.111806,0.038304982214348283
0.111808,0.03832275613459658
0.11181,0.038340117068138675
0.111812,0.038357888410771736
0.111814,0.03837586428790358
0.111816,0.03839363303124876
0.111818,0.038411400478789416
0.11182,0.038429166630630514
0.111822,0.03844693148687698
0.111824,0.038464695047633744
0.111826,0.0384826630993466
0.111828,0.03850042406207799
0.11183,0.038518389501254545
0.111832,0.038536147866381744
0.111834,0.038554110693444735
0.111836,0.03857186646138883
0.111838,0.03858962093457867
0.11184,0.03860778558276689
0.111842,0.038625537452046756
0.111844,0.03864328802688768
0.111846,0.03866144873289671
0.111848,0.038679196704460586
0.11185,0.03869714907993866
0.111852,0.03871510014668576
0.111854,0.038733049904807866
0.111856,0.03875079267843987
0.111858,0.03876894549560092
0.11186,0.03878668566722193
0.111862,0.03880483585316532
