lambda (um),fnu (uJy),flamb (erg/cm^2/s/A),flamb (erg/cm^2/s/cm),fnu (Jy)
0.323548,26.0523,7.460867620721694e-17,7.460867620721692e-09,2.6052299999999998e-05
0.323598,26.0943,7.470586460647562e-17,7.47058646064756e-09,2.60943e-05
0.323648,26.1365,7.48035617978235e-17,7.480356179782348e-09,2.61365e-05
0.323698,26.1785,7.490062283572491e-17,7.49006228357249e-09,2.61785e-05
0.323748,26.2206,7.499790637562178e-17,7.499790637562176e-09,2.62206e-05
0.323798,26.2629,7.50956981358265e-17,7.509569813582649e-09,2.6262899999999995e-05
0.323848,26.305,7.519285423148798e-17,7.519285423148798e-09,2.6305e-05
0.323898,26.3473,7.529051828453538e-17,7.529051828453536e-09,2.63473e-05
0.323948,26.3896,7.538811846352571e-17,7.53881184635257e-09,2.63896e-05
0.323998,26.4321,7.548622598449867e-17,7.548622598449866e-09,2.6432099999999997e-05
0.324048,26.4745,7.55839838719436e-17,7.55839838719436e-09,2.64745e-05
0.324098,26.517,7.568196325390518e-17,7.568196325390517e-09,2.6516999999999997e-05
0.324148,26.5594,7.577959326909116e-17,7.577959326909115e-09,2.65594e-05
0.324198,26.602,7.587772992631663e-17,7.587772992631662e-09,2.6602e-05
0.324248,26.6446,7.597580245250078e-17,7.597580245250076e-09,2.66446e-05
0.324298,26.6872,7.607381089296816e-17,7.607381089296815e-09,2.66872e-05
0.324348,26.73,7.61723252318401e-17,7.617232523184009e-09,2.673e-05
0.324398,26.7728,7.627077522417606e-17,7.627077522417605e-09,2.67728e-05
0.324448,26.8155,7.636887612165132e-17,7.636887612165132e-09,2.6815499999999998e-05
0.324498,26.8584,7.646748235102407e-17,7.646748235102407e-09,2.6858399999999997e-05
0.324548,26.9012,7.656573957633391e-17,7.65657395763339e-09,2.69012e-05
0.324598,26.9442,7.666450169796115e-17,7.666450169796114e-09,2.69442e-05
0.324648,26.9871,7.676291490641595e-17,7.676291490641594e-09,2.69871e-05
0.324698,27.0302,7.68618325761868e-17,7.686183257618679e-09,2.70302e-05
0.324748,27.0733,7.696068569161e-17,7.696068569160998e-09,2.7073299999999997e-05
0.324798,27.1163,7.705919011791424e-17,7.705919011791424e-09,2.7116299999999997e-05
0.324848,27.1595,7.715819844160014e-17,7.715819844160013e-09,2.71595e-05
0.324898,27.2028,7.725742617800465e-17,7.725742617800463e-09,2.72028e-05
0.324948,27.246,7.735630527445991e-17,7.73563052744599e-09,2.7245999999999996e-05
0.324998,27.2892,7.745511986934544e-17,7.745511986934544e-09,2.72892e-05
0.325048,27.3325,7.755415375150944e-17,7.755415375150943e-09,2.73325e-05
0.325098,27.3759,7.765340670458511e-17,7.76534067045851e-09,2.73759e-05
0.325148,27.4194,7.775287851240953e-17,7.775287851240953e-09,2.7419399999999997e-05
0.325198,27.4628,7.785200199569867e-17,7.785200199569865e-09,2.74628e-05
0.325248,27.5063,7.795134425062935e-17,7.795134425062935e-09,2.7506299999999998e-05
0.325298,27.55,7.805118836880694e-17,7.805118836880694e-09,2.755e-05
0.325348,27.5935,7.815040099211761e-17,7.81504009921176e-09,2.7593499999999996e-05
0.325398,27.6372,7.825011522176076e-17,7.825011522176075e-09,2.76372e-05
0.325448,27.6808,7.834948144242409e-17,7.834948144242409e-09,2.76808e-05
0.325498,27.7247,7.844963179812604e-17,7.844963179812603e-09,2.7724699999999996e-05
0.325548,27.7685,7.854943406249178e-17,7.854943406249177e-09,2.7768499999999997e-05
0.325598,27.8123,7.864917132762217e-17,7.864917132762217e-09,2.7812299999999998e-05
0.325648,27.8561,7.874884363927573e-17,7.874884363927572e-09,2.78561e-05
0.325698,27.9001,7.88490162670704e-17,7.884901626707039e-09,2.7900099999999997e-05
0.325748,27.9441,7.894912368578722e-17,7.894912368578721e-09,2.79441e-05
0.325798,27.9881,7.904916594131104e-17,7.904916594131102e-09,2.7988099999999997e-05
0.325848,28.0322,7.914942543130358e-17,7.914942543130357e-09,2.80322e-05
0.325898,28.0763,7.924961967649632e-17,7.92496196764963e-09,2.8076299999999997e-05
0.325948,28.1205,7.935003090137189e-17,7.935003090137187e-09,2.81205e-05
0.325998,28.1647,7.945037680008795e-17,7.945037680008795e-09,2.8164699999999998e-05
0.326048,28.2089,7.955065741857913e-17,7.955065741857912e-09,2.82089e-05
0.326098,28.2533,7.9651436640854e-17,7.9651436640854e-09,2.82533e-05
0.326148,28.2976,7.975186849630636e-17,7.975186849630635e-09,2.8297599999999998e-05
0.326198,28.342,7.985251678263545e-17,7.985251678263544e-09,2.8341999999999997e-05
0.326248,28.3865,7.995338128668476e-17,7.995338128668475e-09,2.83865e-05
0.326298,28.4309,8.005389864836844e-17,8.005389864836843e-09,2.84309e-05
0.326348,28.4755,8.015491363444559e-17,8.015491363444558e-09,2.84755e-05
0.326398,28.5201,8.025586297130566e-17,8.025586297130566e-09,2.8520099999999998e-05
0.326448,28.5647,8.035674670505618e-17,8.035674670505617e-09,2.8564699999999998e-05
0.326498,28.6092,8.04572836530582e-17,8.045728365305819e-09,2.86092e-05
0.326548,28.654,8.055859869006188e-17,8.055859869006187e-09,2.8653999999999997e-05
0.326598,28.6987,8.065956686119107e-17,8.065956686119106e-09,2.8698699999999997e-05
0.326648,28.7436,8.076103138219194e-17,8.076103138219192e-09,2.87436e-05
0.326698,28.7885,8.086243001415118e-17,8.086243001415118e-09,2.8788499999999997e-05
0.326748,28.8334,8.096376280330405e-17,8.096376280330404e-09,2.88334e-05
0.326798,28.8783,8.106502979584768e-17,8.106502979584767e-09,2.8878299999999998e-05
0.326848,28.9233,8.116651166467356e-17,8.116651166467354e-09,2.89233e-05
0.326898,28.9684,8.126820819838641e-17,8.12682081983864e-09,2.89684e-05
0.326948,29.0134,8.136955827560114e-17,8.136955827560112e-09,2.90134e-05
0.326998,29.0586,8.147140330788133e-17,8.147140330788132e-09,2.9058599999999997e-05
0.327048,29.1037,8.157290197618792e-17,8.157290197618792e-09,2.9103699999999997e-05
0.327098,29.149,8.167489517768406e-17,8.167489517768405e-09,2.9148999999999998e-05
0.327148,29.1942,8.177654210781473e-17,8.177654210781472e-09,2.9194199999999996e-05
0.327198,29.2396,8.187868314981411e-17,8.18786831498141e-09,2.9239599999999997e-05
0.327248,29.2849,8.198047801313934e-17,8.198047801313934e-09,2.9284899999999998e-05
0.327298,29.3303,8.208248671196762e-17,8.208248671196762e-09,2.93303e-05
0.327348,29.3758,8.218470903609366e-17,8.218470903609365e-09,2.93758e-05
0.327398,29.4213,8.228686509084157e-17,8.228686509084157e-09,2.94213e-05
0.327448,29.4668,8.238895492262066e-17,8.238895492262064e-09,2.9466799999999997e-05
0.327498,29.5125,8.249153760558755e-17,8.249153760558754e-09,2.95125e-05
0.327548,29.5581,8.259377438841067e-17,8.259377438841066e-09,2.9558099999999997e-05
0.327598,29.6038,8.269622426003717e-17,8.269622426003716e-09,2.96038e-05
0.327648,29.6496,8.279888701108911e-17,8.27988870110891e-09,2.9649599999999998e-05
0.327698,29.6954,8.290148325957246e-17,8.290148325957245e-09,2.9695399999999997e-05
0.327748,29.7412,8.300401305201902e-17,8.300401305201901e-09,2.97412e-05
0.327798,29.787,8.310647643492232e-17,8.310647643492231e-09,2.9786999999999998e-05
0.327848,29.833,8.320943128956022e-17,8.32094312895602e-09,2.9832999999999997e-05
0.327898,29.8789,8.331204065494901e-17,8.3312040654949e-09,2.98789e-05
0.327948,29.9249,8.341486232742904e-17,8.341486232742903e-09,2.99249e-05
0.327998,29.971,8.351789609852405e-17,8.351789609852403e-09,2.9970999999999998e-05
0.328048,30.0171,8.362086318253124e-17,8.362086318253123e-09,3.0017099999999998e-05
0.328098,30.0632,8.372376362606505e-17,8.372376362606504e-09,3.0063199999999997e-05
0.328148,30.1095,8.382715429102104e-17,8.382715429102103e-09,3.01095e-05
0.328198,30.1558,8.393047806932697e-17,8.393047806932696e-09,3.0155799999999997e-05
0.328248,30.202,8.403345676966218e-17,8.403345676966216e-09,3.0202e-05
0.328298,30.2483,8.413664699957199e-17,8.413664699957197e-09,3.02483e-05
0.328348,30.2947,8.424004855147648e-17,8.424004855147646e-09,3.0294699999999996e-05
0.328398,30.3411,8.434338323405627e-17,8.434338323405626e-09,3.03411e-05
0.328448,30.3877,8.444720689261538e-17,8.444720689261537e-09,3.0387699999999997e-05
0.328498,30.4341,8.455040780741259e-17,8.455040780741257e-09,3.04341e-05
0.328548,30.4807,8.465409745325738e-17,8.465409745325737e-09,3.0480699999999998e-05
0.328598,30.5274,8.4757997724002e-17,8.475799772400199e-09,3.05274e-05
0.328648,30.574,8.486155329064837e-17,8.486155329064836e-09,3.0574e-05
0.328698,30.6207,8.496531940683162e-17,8.49653194068316e-09,3.0620699999999996e-05
0.328748,30.6676,8.506957325839597e-17,8.506957325839596e-09,3.06676e-05
0.328798,30.7143,8.51732051540377e-17,8.51732051540377e-09,3.07143e-05
0.328848,30.7612,8.527732454128859e-17,8.527732454128857e-09,3.07612e-05
0.328898,30.8081,8.538137668239738e-17,8.538137668239738e-09,3.08081e-05
0.328948,30.8551,8.548563867938849e-17,8.548563867938848e-09,3.08551e-05
0.328998,30.902,8.558955638464024e-17,8.558955638464022e-09,3.0901999999999997e-05
0.329048,30.949,8.569368387110586e-17,8.569368387110584e-09,3.0949e-05
0.329098,30.9962,8.579829773580764e-17,8.579829773580763e-09,3.09962e-05
0.329148,31.0434,8.590284408397031e-17,8.59028440839703e-09,3.1043399999999995e-05
0.329198,31.0906,8.600732296263755e-17,8.600732296263754e-09,3.10906e-05
0.329248,31.1378,8.61117344188144e-17,8.611173441881439e-09,3.11378e-05
0.329298,31.1849,8.621580203296614e-17,8.621580203296614e-09,3.11849e-05
0.329348,31.2323,8.632063163408994e-17,8.632063163408993e-09,3.1232299999999996e-05
0.329398,31.2798,8.642566991653957e-17,8.642566991653955e-09,3.12798e-05
0.329448,31.3271,8.653008803139998e-17,8.653008803139997e-09,3.13271e-05
0.329498,31.3746,8.663499105269142e-17,8.66349910526914e-09,3.13746e-05
0.329548,31.4221,8.673982643020165e-17,8.673982643020165e-09,3.14221e-05
0.329598,31.4697,8.684487017446181e-17,8.68448701744618e-09,3.14697e-05
0.329648,31.5172,8.69495703219029e-17,8.69495703219029e-09,3.15172e-05
0.329698,31.565,8.705503035494364e-17,8.705503035494362e-09,3.1565e-05
0.329748,31.6127,8.716014671809736e-17,8.716014671809734e-09,3.1612699999999996e-05
0.329798,31.6604,8.726519533826145e-17,8.726519533826143e-09,3.16604e-05
0.329848,31.7082,8.73704518078425e-17,8.737045180784249e-09,3.17082e-05
0.329898,31.756,8.74756404615915e-17,8.747564046159148e-09,3.1756e-05
0.329948,31.804,8.758131210324624e-17,8.758131210324622e-09,3.1803999999999996e-05
0.329998,31.8518,8.768636509986766e-17,8.768636509986766e-09,3.18518e-05
0.330048,31.8999,8.779217605641469e-17,8.779217605641468e-09,3.1899899999999996e-05
0.330098,31.9478,8.78973686292299e-17,8.789736862922989e-09,3.19478e-05
0.330148,31.9959,8.800304354462898e-17,8.800304354462897e-09,3.1995899999999996e-05
0.330198,32.044,8.810865042702175e-17,8.810865042702174e-09,3.204399999999999e-05
0.330248,32.0923,8.82147390800869e-17,8.821473908008689e-09,3.20923e-05
0.330298,32.1404,8.832020987178793e-17,8.832020987178791e-09,3.21404e-05
0.330348,32.1888,8.842643690767891e-17,8.84264369076789e-09,3.21888e-05
0.330398,32.237,8.853204634327167e-17,8.853204634327166e-09,3.2237e-05
0.330448,32.2854,8.863813690692318e-17,8.863813690692317e-09,3.22854e-05
0.330498,32.3338,8.874415922241244e-17,8.874415922241243e-09,3.233379999999999e-05
0.330548,32.3823,8.885038771659532e-17,8.88503877165953e-09,3.2382299999999997e-05
0.330598,32.4308,8.895654789134337e-17,8.895654789134336e-09,3.2430799999999994e-05
0.330648,32.4794,8.906291400760867e-17,8.906291400760866e-09,3.24794e-05
0.330698,32.5279,8.91689376027575e-17,8.916893760275749e-09,3.2527900000000004e-05
0.330748,32.5765,8.927516706837113e-17,8.927516706837111e-09,3.25765e-05
0.330798,32.6252,8.938160220322683e-17,8.938160220322681e-09,3.26252e-05
0.330848,32.6739,8.948796892417189e-17,8.948796892417188e-09,3.26739e-05
0.330898,32.7228,8.95948148773535e-17,8.959481487735349e-09,3.27228e-05
0.330948,32.7716,8.970131846393551e-17,8.970131846393549e-09,3.2771599999999996e-05
0.330998,32.8205,8.980802724744979e-17,8.980802724744977e-09,3.28205e-05
0.331048,32.8694,8.991466747609173e-17,8.991466747609172e-09,3.2869399999999994e-05
0.331098,32.9184,9.002151266604787e-17,9.002151266604785e-09,3.29184e-05
0.331148,32.9674,9.012828923096232e-17,9.01282892309623e-09,3.29674e-05
0.331198,33.0164,9.023499721838043e-17,9.023499721838041e-09,3.30164e-05
0.331248,33.0656,9.034218311793072e-17,9.03421831179307e-09,3.3065600000000004e-05
0.331298,33.1147,9.044902706650754e-17,9.044902706650753e-09,3.3114699999999997e-05
0.331348,33.1639,9.055607547138529e-17,9.055607547138527e-09,3.3163899999999996e-05
0.331398,33.2132,9.066332813289973e-17,9.066332813289972e-09,3.3213199999999996e-05
0.331448,33.2626,9.07707848515718e-17,9.07707848515718e-09,3.3262599999999996e-05
0.331498,33.3119,9.087789980987594e-17,9.087789980987592e-09,3.33119e-05
0.331548,33.3612,9.098494602920454e-17,9.098494602920452e-09,3.3361199999999995e-05
0.331598,33.4107,9.109246884632635e-17,9.109246884632634e-09,3.3410699999999995e-05
0.331648,33.4601,9.119965012837091e-17,9.11996501283709e-09,3.3460099999999995e-05
0.331698,33.5098,9.130758009047259e-17,9.130758009047258e-09,3.3509799999999996e-05
0.331748,33.5594,9.141516844863659e-17,9.141516844863657e-09,3.3559399999999996e-05
0.331798,33.609,9.152268781301019e-17,9.152268781301018e-09,3.3609e-05
0.331848,33.6586,9.163013823130624e-17,9.163013823130622e-09,3.3658599999999997e-05
0.331898,33.7084,9.173806405507607e-17,9.173806405507606e-09,3.37084e-05
0.331948,33.7582,9.184592070015757e-17,9.184592070015756e-09,3.37582e-05
0.331998,33.808,9.195370821436979e-17,9.195370821436978e-09,3.3808e-05
0.332048,33.8579,9.20616985516023e-17,9.206169855160228e-09,3.38579e-05
0.332098,33.9077,9.216934786550913e-17,9.216934786550912e-09,3.3907699999999994e-05
0.332148,33.9578,9.227774341903247e-17,9.227774341903247e-09,3.3957799999999995e-05
0.332198,34.0077,9.238552622061582e-17,9.23855262206158e-09,3.4007699999999996e-05
0.332248,34.0578,9.249378312418478e-17,9.249378312418476e-09,3.40578e-05
0.332298,34.1079,9.260197069284244e-17,9.260197069284243e-09,3.41079e-05
0.332348,34.1581,9.27103603899178e-17,9.27103603899178e-09,3.4158099999999994e-05
0.332398,34.2084,9.281895201830948e-17,9.281895201830946e-09,3.4208399999999996e-05
0.332448,34.2586,9.292720287671771e-17,9.29272028767177e-09,3.42586e-05
0.332498,34.3088,9.30353844284656e-17,9.303538442846558e-09,3.43088e-05
0.332548,34.3592,9.314403889954717e-17,9.314403889954715e-09,3.43592e-05
0.332598,34.4096,9.325262383359934e-17,9.325262383359934e-09,3.44096e-05
0.332648,34.46,9.336113927860079e-17,9.336113927860077e-09,3.446e-05
0.332698,34.5105,9.34698561271796e-17,9.34698561271796e-09,3.45105e-05
0.332748,34.5611,9.357877418306616e-17,9.357877418306614e-09,3.4561100000000004e-05
0.332798,34.6116,9.368735188628325e-17,9.368735188628324e-09,3.46116e-05
0.332848,34.6623,9.379640133070783e-17,9.379640133070782e-09,3.46623e-05
0.332898,34.713,9.39053810378584e-17,9.39053810378584e-09,3.4713e-05
0.332948,34.7637,9.40142910558108e-17,9.401429105581079e-09,3.47637e-05
0.332998,34.8144,9.412313143260178e-17,9.412313143260177e-09,3.4814399999999997e-05
0.333048,34.8653,9.42324427676817e-17,9.423244276768169e-09,3.486529999999999e-05
0.333098,34.9161,9.434141403842941e-17,9.43414140384294e-09,3.4916099999999996e-05
0.333148,34.9671,9.445085587676139e-17,9.445085587676138e-09,3.49671e-05
0.333198,35.0181,9.456022777943542e-17,9.456022777943541e-09,3.5018099999999996e-05
0.333248,35.0691,9.466952979462278e-17,9.466952979462276e-09,3.50691e-05
0.333298,35.1201,9.47787619704558e-17,9.47787619704558e-09,3.5120099999999996e-05
0.333348,35.1713,9.488846393396838e-17,9.488846393396838e-09,3.51713e-05
0.333398,35.2224,9.499782612205927e-17,9.499782612205926e-09,3.52224e-05
0.333448,35.2736,9.510738808095167e-17,9.510738808095166e-09,3.52736e-05
0.333498,35.3249,9.521714961620468e-17,9.521714961620467e-09,3.53249e-05
0.333548,35.3762,9.532684106752866e-17,9.532684106752865e-09,3.5376199999999995e-05
0.333598,35.4275,9.543646248315009e-17,9.543646248315008e-09,3.54275e-05
0.333648,35.479,9.554655252030705e-17,9.554655252030704e-09,3.5479e-05
0.333698,35.5304,9.565630307148127e-17,9.565630307148125e-09,3.55304e-05
0.333748,35.5819,9.576625271331745e-17,9.576625271331743e-09,3.55819e-05
0.333798,35.6333,9.587586312703569e-17,9.587586312703567e-09,3.5633299999999996e-05
0.333848,35.6849,9.598594154851447e-17,9.598594154851445e-09,3.5684899999999994e-05
0.333898,35.7366,9.60962186411406e-17,9.609621864114058e-09,3.57366e-05
0.333948,35.7883,9.620642539075979e-17,9.620642539075978e-09,3.57883e-05
0.333998,35.8401,9.63168305861289e-17,9.631683058612888e-09,3.5840099999999996e-05
0.334048,35.8918,9.642689671430121e-17,9.642689671430119e-09,3.58918e-05
0.334098,35.9436,9.653716122399099e-17,9.653716122399097e-09,3.59436e-05
0.334148,35.9955,9.664762392231696e-17,9.664762392231695e-09,3.59955e-05
0.334198,36.0474,9.675801619772635e-17,9.675801619772634e-09,3.60474e-05
0.334248,36.0994,9.686860643714039e-17,9.686860643714038e-09,3.60994e-05
0.334298,36.1514,9.697912618981528e-17,9.697912618981527e-09,3.61514e-05
0.334348,36.2035,9.708984368221193e-17,9.708984368221191e-09,3.62035e-05
0.334398,36.2556,9.720049062425115e-17,9.720049062425113e-09,3.62556e-05
0.334448,36.3078,9.731133508207718e-17,9.731133508207717e-09,3.63078e-05
0.334498,36.36,9.742210892613125e-17,9.742210892613123e-09,3.636e-05
0.334548,36.4122,9.753281220487468e-17,9.753281220487466e-09,3.64122e-05
0.334598,36.4646,9.76439805216545e-17,9.764398052165447e-09,3.6464599999999996e-05
0.334648,36.5168,9.775454265498153e-17,9.775454265498152e-09,3.65168e-05
0.334698,36.5694,9.786610483811915e-17,9.786610483811913e-09,3.65694e-05
0.334748,36.6217,9.79767933973493e-17,9.797679339734929e-09,3.6621699999999995e-05
0.334798,36.6743,9.808821384628992e-17,9.80882138462899e-09,3.66743e-05
0.334848,36.7268,9.81992960034115e-17,9.819929600341148e-09,3.6726799999999995e-05
0.334898,36.7793,9.831030745475985e-17,9.831030745475983e-09,3.6779299999999995e-05
0.334948,36.832,9.84217826850724e-17,9.84217826850724e-09,3.6832e-05
0.334998,36.8847,9.853318698747188e-17,9.853318698747187e-09,3.68847e-05
0.335048,36.9375,9.864478746921274e-17,9.864478746921273e-09,3.6937499999999997e-05
0.335098,36.9902,9.875604998188182e-17,9.87560499818818e-09,3.69902e-05
0.335148,37.043,9.88675086116833e-17,9.886750861168328e-09,3.7043e-05
0.335198,37.096,9.897942998793696e-17,9.897942998793695e-09,3.709599999999999e-05
0.335248,37.1489,9.909101346140133e-17,9.909101346140132e-09,3.714889999999999e-05
0.335298,37.2018,9.920252598000552e-17,9.92025259800055e-09,3.72018e-05
0.335348,37.2548,9.931423417337961e-17,9.93142341733796e-09,3.72548e-05
0.335398,37.308,9.942640435321027e-17,9.942640435321025e-09,3.7307999999999996e-05
0.335448,37.3611,9.953823682509331e-17,9.95382368250933e-09,3.73611e-05
0.335498,37.4142,9.964999821875494e-17,9.964999821875493e-09,3.74142e-05
0.335548,37.4675,9.976222110954222e-17,9.97622211095422e-09,3.74675e-05
0.335598,37.5207,9.987410651800498e-17,9.987410651800496e-09,3.7520699999999995e-05
0.335648,37.5741,9.998645304497408e-17,9.998645304497406e-09,3.7574099999999997e-05
0.335698,37.6274,1.0009846218713828e-16,1.0009846218713827e-08,3.76274e-05
0.335748,37.6809,1.0021093206967102e-16,1.0021093206967102e-08,3.76809e-05
0.335798,37.7343,1.0032306466497446e-16,1.0032306466497445e-08,3.7734299999999995e-05
0.335848,37.7877,1.0043512604723303e-16,1.0043512604723301e-08,3.77877e-05
0.335898,37.8413,1.0054764768264984e-16,1.0054764768264983e-08,3.784129999999999e-05
0.335948,37.8949,1.0066009788601745e-16,1.0066009788601743e-08,3.7894899999999995e-05
0.335998,37.9485,1.0077247670615971e-16,1.007724767061597e-08,3.7948500000000004e-05
0.336048,38.0023,1.00885315135068e-16,1.0088531513506799e-08,3.8002299999999994e-05
