lambda (um),fnu (uJy),flamb (erg/cm^2/s/A),flamb (erg/cm^2/s/cm),fnu (Jy)
0.306848,14.4884,4.613117712836763e-17,4.613117712836762e-09,1.44884e-05
0.306898,14.516,4.6203996896935546e-17,4.620399689693554e-09,1.4516e-05
0.306948,14.5437,4.6277084966951244e-17,4.627708496695124e-09,1.45437e-05
0.306998,14.5714,4.635012297495797e-17,4.635012297495796e-09,1.4571399999999999e-05
0.307048,14.5991,4.642311095823608e-17,4.6423110958236075e-09,1.4599099999999999e-05
0.307098,14.6269,4.6496366836611555e-17,4.649636683661155e-09,1.4626899999999999e-05
0.307148,14.6547,4.6569572557748274e-17,4.656957255774827e-09,1.4654699999999999e-05
0.307198,14.6826,4.664304583463617e-17,4.664304583463616e-09,1.46826e-05
0.307248,14.7105,4.6716468822150006e-17,4.671646882215e-09,1.47105e-05
0.307298,14.7384,4.6789841557710045e-17,4.678984155771004e-09,1.47384e-05
0.307348,14.7664,4.6863481444354484e-17,4.6863481444354475e-09,1.47664e-05
0.307398,14.7944,4.693707094731908e-17,4.693707094731907e-09,1.4794399999999998e-05
0.307448,14.8225,4.701092726330977e-17,4.701092726330976e-09,1.4822499999999999e-05
0.307498,14.8506,4.7084733064267365e-17,4.708473306426736e-09,1.48506e-05
0.307548,14.8787,4.715848838775056e-17,4.715848838775055e-09,1.48787e-05
0.307598,14.9069,4.72325101212682e-17,4.7232510121268194e-09,1.49069e-05
0.307648,14.9351,4.730648124636492e-17,4.7306481246364916e-09,1.49351e-05
0.307698,14.9634,4.7380718444719426e-17,4.738071844471942e-09,1.49634e-05
0.307748,14.9917,4.7454904904077303e-17,4.7454904904077296e-09,1.4991699999999999e-05
0.307798,15.02,4.752904066213418e-17,4.752904066213417e-09,1.5019999999999998e-05
0.307848,15.0484,4.760344209212393e-17,4.760344209212392e-09,1.50484e-05
0.307898,15.0768,4.767779269064117e-17,4.767779269064116e-09,1.50768e-05
0.307948,15.1053,4.7752408625590137e-17,4.775240862559013e-09,1.51053e-05
0.307998,15.1338,4.782697359926386e-17,4.782697359926386e-09,1.51338e-05
0.308048,15.1623,4.7901487649493526e-17,4.790148764949352e-09,1.5162299999999999e-05
0.308098,15.1909,4.797626663648829e-17,4.797626663648829e-09,1.5190899999999999e-05
0.308148,15.2195,4.805099457063798e-17,4.8050994570637975e-09,1.5219499999999999e-05
0.308198,15.2482,4.8125987107320967e-17,4.812598710732096e-09,1.5248199999999999e-05
0.308248,15.2769,4.8200928462124674e-17,4.820092846212467e-09,1.52769e-05
0.308298,15.3056,4.8275818673014324e-17,4.8275818673014315e-09,1.5305599999999998e-05
0.308348,15.3343,4.8350657777922117e-17,4.835065777792211e-09,1.53343e-05
0.308398,15.3632,4.842607623127795e-17,4.842607623127794e-09,1.53632e-05
0.308448,15.3921,4.850144324568341e-17,4.8501443245683404e-09,1.5392099999999998e-05
0.308498,15.4209,4.857644385532141e-17,4.85764438553214e-09,1.54209e-05
0.308548,15.4499,4.865202311013464e-17,4.865202311013463e-09,1.54499e-05
0.308598,15.4789,4.872755083617277e-17,4.8727550836172766e-09,1.54789e-05
0.308648,15.508,4.880334176946099e-17,4.880334176946098e-09,1.5507999999999998e-05
0.308698,15.537,4.8878766450521526e-17,4.887876645052152e-09,1.5537e-05
0.308748,15.566,4.895413971729795e-17,4.8954139717297946e-09,1.5566e-05
0.308798,15.5951,4.9029776000058274e-17,4.902977600005827e-09,1.55951e-05
0.308848,15.6243,4.910567503148944e-17,4.910567503148944e-09,1.56243e-05
0.308898,15.6536,4.918183654454179e-17,4.9181836544541786e-09,1.56536e-05
0.308948,15.6828,4.925763209847907e-17,4.925763209847906e-09,1.56828e-05
0.308998,15.7121,4.9333690007282234e-17,4.933369000728223e-09,1.5712099999999998e-05
0.309048,15.7416,4.941032388814107e-17,4.941032388814107e-09,1.57416e-05
0.309098,15.7709,4.948627804131391e-17,4.94862780413139e-09,1.57709e-05
0.309148,15.8004,4.956280783719732e-17,4.9562807837197315e-09,1.58004e-05
0.309198,15.8298,4.963897196757789e-17,4.963897196757788e-09,1.58298e-05
0.309248,15.8593,4.971539773091764e-17,4.971539773091763e-09,1.58593e-05
0.309298,15.8888,4.9791771484988265e-17,4.979177148498826e-09,1.58888e-05
0.309348,15.9184,4.98684065434885e-17,4.98684065434885e-09,1.59184e-05
0.309398,15.948,4.994498946710447e-17,4.994498946710446e-09,1.5948e-05
0.309448,15.9777,5.002183336717449e-17,5.0021833367174485e-09,1.59777e-05
0.309498,16.0074,5.009862500710214e-17,5.009862500710213e-09,1.60074e-05
0.309548,16.0372,5.0175677296061144e-17,5.017567729606114e-09,1.60372e-05
0.309598,16.067,5.025267719997585e-17,5.025267719997584e-09,1.6067e-05
0.309648,16.0968,5.032962475754072e-17,5.0329624757540714e-09,1.60968e-05
0.309698,16.1267,5.040683257497589e-17,5.0406832574975885e-09,1.61267e-05
0.309748,16.1566,5.048398792154521e-17,5.04839879215452e-09,1.61566e-05
0.309798,16.1865,5.056109083598907e-17,5.056109083598906e-09,1.6186499999999998e-05
0.309848,16.2165,5.06384536220136e-17,5.063845362201359e-09,1.62165e-05
0.309898,16.2466,5.071607601602498e-17,5.0716076016024975e-09,1.62466e-05
0.309948,16.2766,5.0793333627614793e-17,5.0793333627614785e-09,1.62766e-05
0.309998,16.3067,5.087085072341326e-17,5.0870850723413254e-09,1.6306699999999998e-05
0.310048,16.337,5.094893890257965e-17,5.094893890257964e-09,1.6337e-05
0.310098,16.3672,5.102666231545525e-17,5.102666231545524e-09,1.6367199999999998e-05
0.310148,16.3974,5.1104332963861907e-17,5.11043329638619e-09,1.63974e-05
0.310198,16.4277,5.1182262447441606e-17,5.11822624474416e-09,1.6427700000000002e-05
0.310248,16.458,5.126013904350759e-17,5.126013904350758e-09,1.6457999999999997e-05
0.310298,16.4884,5.13382741509986e-17,5.133827415099859e-09,1.64884e-05
0.310348,16.5188,5.141635624828163e-17,5.141635624828162e-09,1.65188e-05
0.310398,16.5492,5.1494385374422344e-17,5.149438537442234e-09,1.6549199999999997e-05
0.310448,16.5797,5.1572672627594934e-17,5.157267262759493e-09,1.65797e-05
0.310498,16.6103,5.165121774627943e-17,5.165121774627942e-09,1.66103e-05
0.310548,16.6408,5.1729398751521554e-17,5.172939875152155e-09,1.6640799999999998e-05
0.310598,16.6714,5.1807837500308696e-17,5.180783750030869e-09,1.6671399999999998e-05
0.310648,16.7021,5.1886533731599744e-17,5.188653373159974e-09,1.67021e-05
0.310698,16.7327,5.196486606708432e-17,5.196486606708432e-09,1.67327e-05
0.310748,16.7634,5.2043455763482366e-17,5.204345576348236e-09,1.67634e-05
0.310798,16.7943,5.21226129191791e-17,5.212261291917909e-09,1.67943e-05
0.310848,16.8251,5.2201406197020326e-17,5.220140619702032e-09,1.68251e-05
0.310898,16.856,5.228045625447155e-17,5.228045625447154e-09,1.6856e-05
0.310948,16.8868,5.235914271241168e-17,5.235914271241167e-09,1.68868e-05
0.310998,16.9178,5.243839578899111e-17,5.2438395788991104e-09,1.69178e-05
0.311048,16.9488,5.251759520504771e-17,5.25175952050477e-09,1.69488e-05
0.311098,16.9798,5.2596741000040364e-17,5.259674100004036e-09,1.69798e-05
0.311148,17.011,5.267645253562686e-17,5.267645253562685e-09,1.7010999999999997e-05
0.311198,17.042,5.275549100773549e-17,5.2755491007735485e-09,1.7042e-05
0.311248,17.0731,5.283478543921637e-17,5.283478543921636e-09,1.70731e-05
0.311298,17.1044,5.29146449339512e-17,5.291464493395119e-09,1.71044e-05
0.311348,17.1356,5.29941411450114e-17,5.299414114501139e-09,1.71356e-05
0.311398,17.1669,5.307389273821191e-17,5.30738927382119e-09,1.7166899999999997e-05
0.311448,17.1982,5.315359039043804e-17,5.315359039043803e-09,1.71982e-05
0.311498,17.2296,5.3233543106942057e-17,5.323354310694205e-09,1.7229600000000002e-05
0.311548,17.2609,5.33131328968729e-17,5.331313289687289e-09,1.72609e-05
0.311598,17.2924,5.339328639933893e-17,5.339328639933892e-09,1.72924e-05
0.311648,17.3238,5.3473077054581156e-17,5.347307705458115e-09,1.73238e-05
0.311698,17.3554,5.355343090723308e-17,5.355343090723307e-09,1.73554e-05
0.311748,17.3871,5.3634038932752813e-17,5.363403893275281e-09,1.7387099999999998e-05
0.311798,17.4187,5.371428413146321e-17,5.37142841314632e-09,1.74187e-05
0.311848,17.4503,5.3794475112439515e-17,5.3794475112439505e-09,1.7450299999999998e-05
0.311898,17.4819,5.387461191545379e-17,5.387461191545378e-09,1.74819e-05
0.311948,17.5136,5.395500265512642e-17,5.395500265512641e-09,1.7513599999999998e-05
0.311998,17.5454,5.403564707495694e-17,5.403564707495693e-09,1.75454e-05
0.312048,17.5773,5.4116544918695316e-17,5.411654491869531e-09,1.75773e-05
0.312098,17.6092,5.419738815152085e-17,5.4197388151520845e-09,1.76092e-05
0.312148,17.641,5.427786913323229e-17,5.427786913323228e-09,1.7640999999999996e-05
0.312198,17.6731,5.435921852619218e-17,5.4359218526192175e-09,1.7673100000000002e-05
0.312248,17.705,5.4439898067808185e-17,5.443989806780818e-09,1.7704999999999997e-05
0.312298,17.737,5.452083054319728e-17,5.452083054319727e-09,1.7736999999999996e-05
0.312348,17.7691,5.460201569703987e-17,5.460201569703986e-09,1.7769100000000002e-05
0.312398,17.8012,5.46831460862889e-17,5.468314608628889e-09,1.78012e-05
0.312448,17.8334,5.4764528840716686e-17,5.476452884071668e-09,1.78334e-05
0.312498,17.8656,5.4845856714202223e-17,5.484585671420222e-09,1.78656e-05
0.312548,17.8978,5.492712974692235e-17,5.492712974692234e-09,1.78978e-05
0.312598,17.93,5.5008347979019404e-17,5.500834797901939e-09,1.793e-05
0.312648,17.9624,5.5090124844410875e-17,5.5090124844410865e-09,1.79624e-05
0.312698,17.9948,5.5171846597068204e-17,5.51718465970682e-09,1.79948e-05
0.312748,18.0272,5.525351327731237e-17,5.525351327731236e-09,1.80272e-05
0.312798,18.0597,5.533543132825672e-17,5.533543132825671e-09,1.80597e-05
0.312848,18.0922,5.5417294191462004e-17,5.5417294191461994e-09,1.8092199999999996e-05
0.312898,18.1247,5.549910190728627e-17,5.549910190728626e-09,1.81247e-05
0.312948,18.1573,5.558116062522446e-17,5.5581160625224456e-09,1.81573e-05
0.312998,18.1899,5.566316408081105e-17,5.5663164080811046e-09,1.81899e-05
0.313048,18.2226,5.574541822807664e-17,5.574541822807663e-09,1.82226e-05
0.313098,18.2553,5.582761699835004e-17,5.582761699835003e-09,1.8255299999999998e-05
0.313148,18.2881,5.591006615038444e-17,5.591006615038443e-09,1.82881e-05
0.313198,18.3208,5.599215419043161e-17,5.59921541904316e-09,1.83208e-05
0.313248,18.3536,5.607449249795235e-17,5.607449249795234e-09,1.83536e-05
0.313298,18.3866,5.615738624639203e-17,5.615738624639202e-09,1.83866e-05
0.313348,18.4194,5.623961357882715e-17,5.623961357882714e-09,1.84194e-05
0.313398,18.4524,5.632239604341123e-17,5.632239604341122e-09,1.84524e-05
0.313448,18.4854,5.640512282959013e-17,5.640512282959012e-09,1.8485399999999998e-05
0.313498,18.5185,5.64880990140459e-17,5.648809901404589e-09,1.85185e-05
0.313548,18.5517,5.65713243455534e-17,5.657132434555338e-09,1.85517e-05
0.313598,18.5848,5.66541888900695e-17,5.665418889006949e-09,1.8584800000000002e-05
0.313648,18.6179,5.673699772431114e-17,5.6736997724311136e-09,1.8617899999999997e-05
0.313698,18.6511,5.682005553612943e-17,5.682005553612942e-09,1.86511e-05
0.313748,18.6844,5.690336207485714e-17,5.690336207485714e-09,1.86844e-05
0.313798,18.7177,5.698661263699884e-17,5.6986612636998834e-09,1.87177e-05
0.313848,18.7511,5.707011161944388e-17,5.707011161944387e-09,1.87511e-05
0.313898,18.7844,5.715325025387489e-17,5.715325025387488e-09,1.87844e-05
0.313948,18.8178,5.723663719632456e-17,5.723663719632455e-09,1.8817799999999998e-05
0.313998,18.8514,5.732057626227944e-17,5.732057626227943e-09,1.88514e-05
0.314048,18.8849,5.74041550060502e-17,5.7404155006050195e-09,1.8884899999999996e-05
0.314098,18.9185,5.748798150254407e-17,5.748798150254406e-09,1.8918500000000002e-05
0.314148,18.952,5.757144795237659e-17,5.757144795237658e-09,1.8952e-05
0.314198,18.9856,5.765516204331531e-17,5.76551620433153e-09,1.89856e-05
0.314248,19.0194,5.773942710803646e-17,5.773942710803645e-09,1.90194e-05
0.314298,19.0531,5.782333215246331e-17,5.7823332152463304e-09,1.90531e-05
0.314348,19.0869,5.790748428462336e-17,5.790748428462335e-09,1.90869e-05
0.314398,19.1208,5.799188325603046e-17,5.799188325603046e-09,1.9120799999999998e-05
0.314448,19.1547,5.807622562274542e-17,5.807622562274542e-09,1.9154699999999998e-05
0.314498,19.1886,5.816051142595974e-17,5.816051142595973e-09,1.91886e-05
0.314548,19.2225,5.824474070682966e-17,5.824474070682965e-09,1.9222499999999998e-05
0.314598,19.2565,5.83292164131126e-17,5.83292164131126e-09,1.9256499999999998e-05
0.314648,19.2904,5.841333267636122e-17,5.841333267636121e-09,1.92904e-05
0.314698,19.3246,5.849830068305109e-17,5.849830068305108e-09,1.9324599999999998e-05
0.314748,19.3587,5.858290913671033e-17,5.858290913671032e-09,1.9358699999999998e-05
0.314798,19.3929,5.866776341083846e-17,5.8667763410838445e-09,1.93929e-05
0.314848,19.4271,5.875256083263259e-17,5.875256083263258e-09,1.94271e-05
0.314898,19.4613,5.883730144341519e-17,5.883730144341518e-09,1.94613e-05
0.314948,19.4957,5.892258975202009e-17,5.8922589752020084e-09,1.9495699999999997e-05
0.314998,19.53,5.900751881055855e-17,5.900751881055854e-09,1.953e-05
0.315048,19.5644,5.909269303208209e-17,5.9092693032082084e-09,1.95644e-05
0.315098,19.5987,5.917750827818309e-17,5.917750827818309e-09,1.95987e-05
0.315148,19.6332,5.926287042855056e-17,5.9262870428550555e-09,1.9633199999999997e-05
0.315198,19.6677,5.934817544082886e-17,5.9348175440828855e-09,1.9667699999999998e-05
0.315248,19.7023,5.94337250153206e-17,5.943372501532059e-09,1.97023e-05
0.315298,19.7369,5.951921734332665e-17,5.951921734332664e-09,1.9736899999999997e-05
0.315348,19.7716,5.960495393392781e-17,5.96049539339278e-09,1.97716e-05
0.315398,19.8062,5.969033179800707e-17,5.969033179800706e-09,1.98062e-05
0.315448,19.8409,5.977595381661844e-17,5.9775953816618425e-09,1.9840900000000002e-05
0.315498,19.8757,5.986181974475321e-17,5.9861819744753205e-09,1.9875699999999997e-05
0.315548,19.9105,5.994762825214086e-17,5.994762825214085e-09,1.99105e-05
0.315598,19.9453,6.003337938042853e-17,6.003337938042852e-09,1.99453e-05
0.315648,19.9803,6.01196749607401e-17,6.011967496074009e-09,1.99803e-05
0.315698,20.0153,6.020591286392591e-17,6.02059128639259e-09,2.0015299999999998e-05
0.315748,20.0502,6.029179242760382e-17,6.029179242760381e-09,2.00502e-05
0.315798,20.0854,6.037851641511613e-17,6.037851641511612e-09,2.00854e-05
0.315848,20.1203,6.046428092867515e-17,6.046428092867514e-09,2.0120299999999998e-05
0.315898,20.1555,6.05508893785095e-17,6.055088937850949e-09,2.01555e-05
0.315948,20.1907,6.063743997961518e-17,6.063743997961518e-09,2.01907e-05
0.315998,20.2259,6.072393277389773e-17,6.0723932773897725e-09,2.02259e-05
0.316048,20.2611,6.081036780322699e-17,6.0810367803226985e-09,2.0261099999999998e-05
0.316098,20.2964,6.089704514809014e-17,6.089704514809012e-09,2.0296399999999998e-05
0.316148,20.3318,6.098396456559482e-17,6.098396456559481e-09,2.03318e-05
0.316198,20.3671,6.107052611527535e-17,6.107052611527534e-09,2.03671e-05
0.316248,20.4025,6.115732963174412e-17,6.1157329631744105e-09,2.04025e-05
0.316298,20.4381,6.124467453187677e-17,6.124467453187676e-09,2.0438099999999997e-05
0.316348,20.4735,6.133136203082562e-17,6.133136203082561e-09,2.04735e-05
0.316398,20.5091,6.141859061856615e-17,6.141859061856614e-09,2.05091e-05
0.316448,20.5447,6.150576101855263e-17,6.150576101855262e-09,2.0544699999999997e-05
0.316498,20.5804,6.159317255360923e-17,6.159317255360921e-09,2.05804e-05
0.316548,20.616,6.168022660977913e-17,6.168022660977912e-09,2.0615999999999997e-05
0.316598,20.6517,6.176752169610275e-17,6.176752169610274e-09,2.06517e-05
0.316648,20.6876,6.185535656847393e-17,6.185535656847392e-09,2.0687599999999998e-05
0.316698,20.7233,6.194253509113697e-17,6.194253509113695e-09,2.07233e-05
0.316748,20.7592,6.203025310653639e-17,6.203025310653638e-09,2.07592e-05
0.316798,20.7951,6.211791266243416e-17,6.2117912662434144e-09,2.07951e-05
0.316848,20.8311,6.220581242098236e-17,6.220581242098235e-09,2.0831099999999998e-05
0.316898,20.8672,6.229395214171126e-17,6.229395214171125e-09,2.08672e-05
0.316948,20.9032,6.238173472136933e-17,6.238173472136932e-09,2.0903199999999997e-05
0.316998,20.9393,6.246975715950602e-17,6.246975715950601e-09,2.0939299999999998e-05
0.317048,20.9754,6.25577209727987e-17,6.255772097279869e-09,2.09754e-05
0.317098,21.0115,6.264562620357581e-17,6.2645626203575805e-09,2.10115e-05
0.317148,21.0478,6.27340690045927e-17,6.273406900459269e-09,2.10478e-05
0.317198,21.084,6.282215497053884e-17,6.282215497053883e-09,2.1084e-05
0.317248,21.1204,6.291077802772299e-17,6.291077802772298e-09,2.11204e-05
0.317298,21.1567,6.299904433477505e-17,6.2999044334775035e-09,2.11567e-05
0.317348,21.193,6.308725189538422e-17,6.3087251895384215e-09,2.1193000000000002e-05
0.317398,21.2295,6.317599592370432e-17,6.317599592370431e-09,2.12295e-05
0.317448,21.266,6.326468091536118e-17,6.326468091536118e-09,2.1265999999999996e-05
0.317498,21.3025,6.335330691292818e-17,6.335330691292817e-09,2.1302499999999998e-05
0.317548,21.339,6.344187395894256e-17,6.344187395894256e-09,2.1338999999999997e-05
0.317598,21.3757,6.353097651832468e-17,6.353097651832467e-09,2.1375699999999996e-05
0.317648,21.4123,6.361972271923459e-17,6.361972271923458e-09,2.1412299999999998e-05
0.317698,21.4491,6.370900395731871e-17,6.37090039573187e-09,2.14491e-05
0.317748,21.4858,6.379792892228312e-17,6.379792892228311e-09,2.14858e-05
0.317798,21.5226,6.388709161163963e-17,6.388709161163962e-09,2.15226e-05
0.317848,21.5595,6.397649178782729e-17,6.397649178782728e-09,2.15595e-05
0.317898,21.5963,6.406553591247656e-17,6.406553591247655e-09,2.15963e-05
0.317948,21.6333,6.415511397992085e-17,6.415511397992084e-09,2.16333e-05
0.317998,21.6702,6.424433608134687e-17,6.424433608134686e-09,2.16702e-05
0.318048,21.7072,6.433379528074647e-17,6.433379528074646e-09,2.1707199999999998e-05
0.318098,21.7443,6.442349134130245e-17,6.442349134130244e-09,2.1744299999999998e-05
0.318148,21.7814,6.451312784193807e-17,6.451312784193807e-09,2.17814e-05
0.318198,21.8185,6.460270482551417e-17,6.460270482551416e-09,2.1818499999999998e-05
0.318248,21.8557,6.469251833323731e-17,6.46925183332373e-09,2.1855699999999998e-05
0.318298,21.893,6.478256812893556e-17,6.4782568128935555e-09,2.1893e-05
0.318348,21.9303,6.487255816421174e-17,6.487255816421173e-09,2.19303e-05
0.318398,21.9675,6.496219276249194e-17,6.496219276249192e-09,2.19675e-05
0.318448,22.0049,6.505235912537716e-17,6.505235912537715e-09,2.2004899999999997e-05
0.318498,22.0423,6.514246567100095e-17,6.514246567100094e-09,2.20423e-05
0.318548,22.0798,6.523280788348214e-17,6.523280788348212e-09,2.2079799999999998e-05
0.318598,22.1173,6.532309017921935e-17,6.5323090179219345e-09,2.21173e-05
0.318648,22.1549,6.541360785698476e-17,6.5413607856984745e-09,2.21549e-05
0.318698,22.1924,6.550377035573936e-17,6.550377035573935e-09,2.2192399999999998e-05
0.318748,22.23,6.559416813734535e-17,6.559416813734534e-09,2.223e-05
0.318798,22.2677,6.56848009671035e-17,6.568480096710349e-09,2.22677e-05
0.318848,22.3054,6.577537372511408e-17,6.577537372511407e-09,2.2305399999999998e-05
0.318898,22.3433,6.586647604044173e-17,6.586647604044172e-09,2.2343299999999997e-05
0.318948,22.381,6.595692859949964e-17,6.5956928599499625e-09,2.2380999999999998e-05
0.318998,22.4189,6.604791043254018e-17,6.604791043254017e-09,2.24189e-05
0.319048,22.4568,6.613883199692869e-17,6.6138831996928675e-09,2.24568e-05
0.319098,22.4948,6.622998775946509e-17,6.622998775946508e-09,2.24948e-05
0.319148,22.5328,6.632108315533004e-17,6.632108315533003e-09,2.2532800000000002e-05
0.319198,22.5708,6.64121182278349e-17,6.641211822783489e-09,2.2570799999999997e-05
0.319248,22.6088,6.650309302025464e-17,6.650309302025463e-09,2.2608799999999996e-05
0.319298,22.647,6.659459568547303e-17,6.659459568547302e-09,2.2647e-05
0.319348,22.6852,6.66860377887567e-17,6.668603778875669e-09,2.2685199999999998e-05
0.319398,22.7234,6.677741937353072e-17,6.677741937353071e-09,2.27234e-05
0.319448,22.7617,6.686903426191832e-17,6.686903426191831e-09,2.27617e-05
0.319498,22.8,6.696058853465099e-17,6.696058853465098e-09,2.28e-05
0.319548,22.8384,6.705237583006573e-17,6.705237583006572e-09,2.2838399999999998e-05
0.319598,22.8767,6.714380890993019e-17,6.7143808909930185e-09,2.2876699999999997e-05
0.319648,22.9152,6.723576832685192e-17,6.723576832685191e-09,2.2915199999999997e-05
0.319698,22.9536,6.73273736151891e-17,6.732737361518909e-09,2.29536e-05
0.319748,22.9921,6.741921154912925e-17,6.741921154912924e-09,2.29921e-05
0.319798,23.0308,6.751157503305045e-17,6.751157503305044e-09,2.30308e-05
0.319848,23.0694,6.760358442739339e-17,6.7603584427393386e-09,2.30694e-05
0.319898,23.108,6.769553300345842e-17,6.769553300345841e-09,2.3108e-05
0.319948,23.1466,6.778742080478514e-17,6.778742080478513e-09,2.31466e-05
0.319998,23.1854,6.787983341434036e-17,6.787983341434035e-09,2.31854e-05
0.320048,23.2242,6.797218497024806e-17,6.797218497024805e-09,2.32242e-05
0.320098,23.2632,6.806506068986613e-17,6.8065060689866115e-09,2.32632e-05
0.320148,23.3019,6.8156997591284e-17,6.815699759128399e-09,2.3301899999999998e-05
0.320198,23.3409,6.824975096510419e-17,6.824975096510417e-09,2.33409e-05
0.320248,23.38,6.834273540746613e-17,6.8342735407466114e-09,2.3379999999999996e-05
0.320298,23.4189,6.843507402373128e-17,6.843507402373127e-09,2.34189e-05
0.320348,23.458,6.85279359264386e-17,6.852793592643859e-09,2.3457999999999998e-05
0.320398,23.4971,6.862073653381599e-17,6.862073653381598e-09,2.34971e-05
0.320448,23.5363,6.871376783772373e-17,6.871376783772372e-09,2.35363e-05
0.320498,23.5754,6.880644589476381e-17,6.88064458947638e-09,2.3575399999999998e-05
0.320548,23.6147,6.889964631968723e-17,6.889964631968722e-09,2.36147e-05
0.320598,23.6541,6.89930769352817e-17,6.8993076935281686e-09,2.3654099999999998e-05
0.320648,23.6933,6.908586276071448e-17,6.908586276071447e-09,2.36933e-05
0.320698,23.7327,6.91791703576749e-17,6.9179170357674885e-09,2.37327e-05
0.320748,23.7721,6.92724164203027e-17,6.927241642030269e-09,2.3772099999999996e-05
0.320798,23.8116,6.936589230388359e-17,6.936589230388358e-09,2.3811599999999997e-05
0.320848,23.8512,6.945959777995956e-17,6.9459597779959545e-09,2.3851199999999996e-05
0.320898,23.8907,6.955295036066345e-17,6.955295036066344e-09,2.3890699999999998e-05
0.320948,23.9303,6.964653244040885e-17,6.9646532440408835e-09,2.3930299999999997e-05
0.320998,23.97,6.974034379113622e-17,6.974034379113621e-09,2.397e-05
0.321048,24.0097,6.983409332716958e-17,6.983409332716956e-09,2.4009699999999998e-05
0.321098,24.0494,6.992778109260943e-17,6.992778109260942e-09,2.4049399999999997e-05
0.321148,24.0893,7.002198848497083e-17,7.002198848497082e-09,2.40893e-05
0.321198,24.1291,7.01158432466314e-17,7.0115843246631386e-09,2.41291e-05
0.321248,24.169,7.020992668475299e-17,7.020992668475298e-09,2.4169e-05
0.321298,24.2088,7.030365776143566e-17,7.030365776143565e-09,2.4208799999999998e-05
0.321348,24.2488,7.039790773699027e-17,7.0397907736990264e-09,2.4248799999999997e-05
0.321398,24.2888,7.049209566410235e-17,7.049209566410234e-09,2.4288799999999997e-05
0.321448,24.3288,7.058622158699372e-17,7.058622158699371e-09,2.43288e-05
0.321498,24.369,7.068086563820436e-17,7.0680865638204355e-09,2.4369e-05
0.321548,24.4092,7.07754474127452e-17,7.077544741274519e-09,2.4409199999999997e-05
0.321598,24.4493,7.086967709115079e-17,7.0869677091150775e-09,2.44493e-05
0.321648,24.4896,7.096442430923368e-17,7.096442430923367e-09,2.4489599999999997e-05
0.321698,24.5298,7.105881951979664e-17,7.105881951979664e-09,2.45298e-05
0.321748,24.5702,7.115373181816214e-17,7.115373181816213e-09,2.4570199999999997e-05
0.321798,24.6106,7.124858170136224e-17,7.1248581701362235e-09,2.46106e-05
0.321848,24.651,7.134336921382665e-17,7.134336921382664e-09,2.4650999999999998e-05
0.321898,24.6915,7.143838372373849e-17,7.143838372373848e-09,2.46915e-05
0.321948,24.732,7.153333577194353e-17,7.153333577194352e-09,2.4732e-05
0.321998,24.7726,7.162851454699881e-17,7.16285145469988e-09,2.47726e-05
0.322048,24.8132,7.172363076964627e-17,7.172363076964626e-09,2.4813199999999998e-05
0.322098,24.8538,7.181868448438116e-17,7.1818684484381156e-09,2.48538e-05
0.322148,24.8944,7.191367573566155e-17,7.191367573566154e-09,2.48944e-05
0.322198,24.9352,7.200918213842821e-17,7.20091821384282e-09,2.4935199999999998e-05
0.322248,24.976,7.210462580810958e-17,7.2104625808109566e-09,2.4976e-05
0.322298,25.0169,7.220029539538648e-17,7.220029539538647e-09,2.5016899999999998e-05
0.322348,25.0577,7.229561364312543e-17,7.229561364312542e-09,2.50577e-05
0.322398,25.0986,7.239115771857463e-17,7.239115771857462e-09,2.50986e-05
0.322448,25.1395,7.248663906026043e-17,7.248663906026042e-09,2.5139500000000002e-05
0.322498,25.1806,7.258263420921915e-17,7.258263420921914e-09,2.5180599999999997e-05
0.322548,25.2217,7.267856635608724e-17,7.267856635608722e-09,2.5221699999999996e-05
0.322598,25.2627,7.27741474760577e-17,7.277414747605769e-09,2.5262699999999998e-05
0.322648,25.304,7.287052980278535e-17,7.287052980278533e-09,2.5303999999999997e-05
0.322698,25.345,7.296598523144149e-17,7.296598523144147e-09,2.5345e-05
0.322748,25.3863,7.306224142075734e-17,7.306224142075733e-09,2.5386299999999998e-05
0.322798,25.4276,7.315843447474356e-17,7.315843447474355e-09,2.54276e-05
0.322848,25.4689,7.325456443821049e-17,7.325456443821048e-09,2.54689e-05
0.322898,25.5103,7.335091889045204e-17,7.335091889045203e-09,2.55103e-05
0.322948,25.5518,7.344749760912165e-17,7.3447497609121636e-09,2.5551799999999998e-05
0.322998,25.5932,7.35437256590687e-17,7.354372565906869e-09,2.5593199999999997e-05
0.323048,25.6347,7.364017788716183e-17,7.364017788716182e-09,2.5634699999999997e-05
0.323098,25.6762,7.373656689277924e-17,7.373656689277923e-09,2.56762e-05
0.323148,25.7179,7.383346690034924e-17,7.383346690034923e-09,2.57179e-05
0.323198,25.7595,7.393001641881492e-17,7.393001641881491e-09,2.57595e-05
0.323248,25.8011,7.402650267171882e-17,7.40265026717188e-09,2.58011e-05
0.323298,25.843,7.412378617428001e-17,7.412378617427999e-09,2.5843e-05
0.323348,25.8847,7.422043249922893e-17,7.422043249922893e-09,2.5884699999999996e-05
0.323398,25.9265,7.431730216195701e-17,7.4317302161957e-09,2.59265e-05
0.323448,25.9685,7.441468149896494e-17,7.441468149896493e-09,2.5968499999999997e-05
0.323498,26.0103,7.451142414809241e-17,7.45114241480924e-09,2.60103e-05
